x_uncompressed,y_uncompressed,z_uncompressed,z_decompressed,y_decompressed,z_decompressed,distance
10.031,8.346,-0.377,-0.378,8.345,10.03,0.00173141
9.951,8.333,-0.374,-0.375,8.332,9.95,0.00173196
9.883,8.33,-0.371,-0.371,8.329,9.883,0.000999451
9.851,8.356,-0.371,-0.371,8.355,9.85,0.00141344
9.767,8.337,-0.368,-0.369,8.336,9.766,0.00173196
9.738,8.365,-0.367,-0.368,8.364,9.737,0.00173141
9.655,8.348,-0.364,-0.364,8.347,9.654,0.00141344
9.627,8.35,-0.363,-0.364,8.35,9.626,0.00141382
9.543,8.33,-0.36,-0.361,8.329,9.542,0.00173196
9.489,8.335,-0.358,-0.359,8.334,9.489,0.00141382
9.44,8.345,-0.357,-0.357,8.345,9.439,0.000999451
9.372,8.338,-0.354,-0.355,8.338,9.371,0.00141382
9.322,8.346,-0.353,-0.353,8.345,9.321,0.00141344
9.267,8.35,-0.351,-0.352,8.35,9.266,0.00141449
9.217,8.331,-0.349,-0.35,8.331,9.216,0.00141382
9.13,8.305,-0.345,-0.345,8.305,9.129,0.000999451
9.256,8.472,-0.354,-0.355,8.471,9.255,0.00173141
9.338,8.601,-0.361,-0.362,8.6,9.338,0.00141382
9.352,8.668,-0.364,-0.364,8.667,9.351,0.00141479
9.356,8.726,-0.365,-0.366,8.725,9.355,0.00173141
9.356,8.781,-0.367,-0.368,8.78,9.355,0.00173141
9.361,8.814,-0.368,-0.369,8.813,9.36,0.00173141
9.487,9.217,-0.385,-0.385,9.216,9.487,0.000999451
9.501,9.288,-0.387,-0.387,9.287,9.501,0.000999451
9.486,9.332,-0.388,-0.389,9.331,9.485,0.00173141
9.49,9.424,-0.391,-0.392,9.423,9.489,0.00173141
8.375,8.373,-0.323,-0.324,8.372,8.374,0.00173141
8.256,8.307,-0.317,-0.318,8.306,8.255,0.00173141
9.324,9.435,-0.386,-0.387,9.435,9.324,0.000999987
9.281,9.452,-0.386,-0.387,9.451,9.28,0.00173141
9.277,9.507,-0.387,-0.387,9.506,9.277,0.000999451
9.288,9.548,-0.389,-0.389,9.548,9.287,0.000999451
9.347,9.791,-0.398,-0.399,9.791,9.346,0.00141382
9.326,9.831,-0.399,-0.399,9.831,9.325,0.0010004
9.323,9.889,-0.401,-0.401,9.888,9.322,0.00141344
9.253,9.878,-0.398,-0.399,9.877,9.253,0.00141449
9.227,9.88,-0.398,-0.399,9.879,9.226,0.00173196
8.492,9.905,-0.377,-0.378,9.904,8.491,0.00173141
8.431,9.929,-0.376,-0.376,9.928,8.43,0.00141344
11.051,8.248,-0.489,-0.489,8.247,11.05,0.00141344
11.03,8.287,-0.489,-0.489,8.286,11.029,0.00141344
10.959,8.287,-0.487,-0.487,8.286,10.958,0.00141344
10.885,8.285,-0.484,-0.484,8.284,10.884,0.00141411
10.815,8.285,-0.481,-0.482,8.284,10.814,0.00173141
10.772,8.279,-0.479,-0.48,8.279,10.772,0.000999987
10.686,8.267,-0.475,-0.475,8.266,10.685,0.00141411
10.635,8.28,-0.473,-0.473,8.279,10.634,0.00141411
10.565,8.279,-0.471,-0.471,8.279,10.564,0.000999451
10.504,8.285,-0.468,-0.468,8.284,10.503,0.00141344
10.453,8.298,-0.467,-0.468,8.298,10.452,0.00141382
10.385,8.297,-0.464,-0.464,8.296,10.384,0.00141411
10.334,8.283,-0.462,-0.463,8.282,10.333,0.00173141
10.271,8.286,-0.459,-0.459,8.285,10.27,0.00141411
10.209,8.289,-0.457,-0.457,8.288,10.208,0.00141344
10.146,8.29,-0.455,-0.456,8.289,10.145,0.00173141
10.086,8.294,-0.452,-0.452,8.293,10.086,0.000999451
10.019,8.291,-0.45,-0.45,8.291,10.018,0.000999451
9.974,8.308,-0.448,-0.449,8.307,9.973,0.00173141
9.935,8.301,-0.447,-0.447,8.3,9.935,0.000999451
9.863,8.294,-0.444,-0.445,8.293,9.862,0.00173141
9.801,8.294,-0.441,-0.442,8.293,9.8,0.00173141
9.75,8.304,-0.44,-0.44,8.303,9.749,0.00141344
9.685,8.3,-0.437,-0.438,8.299,9.685,0.00141449
9.625,8.302,-0.435,-0.436,8.301,9.624,0.00173141
9.583,8.318,-0.434,-0.434,8.317,9.582,0.00141344
9.535,8.303,-0.431,-0.431,8.303,9.534,0.000999451
9.477,8.305,-0.429,-0.429,8.305,9.476,0.0010004
9.414,8.301,-0.427,-0.427,8.3,9.413,0.00141344
9.362,8.308,-0.425,-0.426,8.307,9.362,0.00141382
9.311,8.315,-0.423,-0.424,8.314,9.31,0.00173141
9.267,8.328,-0.422,-0.422,8.327,9.266,0.00141411
9.229,8.347,-0.421,-0.422,8.346,9.228,0.00173141
9.178,8.353,-0.42,-0.42,8.352,9.178,0.000999451
9.17,8.372,-0.42,-0.42,8.371,9.169,0.00141344
9.297,8.542,-0.431,-0.431,8.541,9.296,0.00141344
9.306,8.605,-0.433,-0.433,8.604,9.305,0.00141344
9.325,8.677,-0.436,-0.436,8.676,9.324,0.00141344
9.309,8.717,-0.437,-0.438,8.716,9.308,0.00173141
9.313,8.776,-0.439,-0.44,8.775,9.312,0.00173141
9.493,9.204,-0.461,-0.461,9.204,9.492,0.000999451
9.494,9.263,-0.463,-0.463,9.262,9.494,0.000999451
9.492,9.319,-0.465,-0.466,9.318,9.491,0.00173196
9.49,9.376,-0.466,-0.466,9.376,9.489,0.000999451
9.549,9.524,-0.474,-0.475,9.523,9.548,0.00173141
8.327,8.353,-0.389,-0.389,8.352,8.326,0.00141344
8.204,8.281,-0.382,-0.382,8.28,8.204,0.000999451
8.366,8.499,-0.395,-0.396,8.498,8.365,0.00173141
8.354,8.54,-0.396,-0.396,8.539,8.353,0.00141344
8.349,8.589,-0.398,-0.399,8.588,8.348,0.00173141
8.344,8.638,-0.4,-0.401,8.637,8.343,0.00173141
8.36,8.681,-0.402,-0.403,8.68,8.359,0.00173141
8.375,8.752,-0.405,-0.406,8.751,8.374,0.00173141
8.369,8.802,-0.406,-0.406,8.801,8.369,0.000999451
8.372,8.86,-0.409,-0.41,8.859,8.371,0.00173141
9.255,9.861,-0.476,-0.477,9.86,9.254,0.00173141
8.364,8.964,-0.412,-0.413,8.963,8.364,0.00141382
8.354,9.038,-0.415,-0.415,9.037,8.353,0.00141344
8.351,9.093,-0.417,-0.417,9.093,8.35,0.000999451
8.341,9.139,-0.418,-0.419,9.138,8.34,0.00173141
8.348,9.206,-0.421,-0.422,9.206,8.347,0.00141382
8.351,9.268,-0.423,-0.424,9.267,8.35,0.00173141
8.381,9.816,-0.445,-0.445,9.815,8.38,0.00141344
8.374,9.871,-0.447,-0.447,9.871,8.373,0.000999451
8.396,9.929,-0.45,-0.45,9.928,8.395,0.00141344
11.057,8.24,-0.577,-0.578,8.239,11.056,0.00173141
10.999,8.25,-0.575,-0.575,8.249,10.998,0.00141344
10.922,8.247,-0.571,-0.571,8.246,10.921,0.00141411
10.858,8.252,-0.568,-0.569,8.251,10.857,0.00173141
10.8,8.262,-0.566,-0.566,8.261,10.799,0.00141411
10.727,8.259,-0.563,-0.564,8.258,10.726,0.00173196
10.661,8.262,-0.56,-0.561,8.261,10.66,0.00173196
10.613,8.252,-0.557,-0.557,8.251,10.612,0.00141344
10.55,8.256,-0.555,-0.556,8.255,10.549,0.00173196
10.483,8.257,-0.552,-0.552,8.256,10.482,0.00141344
10.416,8.258,-0.549,-0.55,8.258,10.416,0.000999987
10.357,8.264,-0.546,-0.547,8.263,10.357,0.00141382
10.298,8.271,-0.544,-0.545,8.27,10.298,0.00141382
10.235,8.273,-0.541,-0.542,8.272,10.234,0.00173141
10.185,8.259,-0.539,-0.539,8.258,10.185,0.000999451
10.128,8.266,-0.536,-0.537,8.265,10.128,0.00141382
10.069,8.271,-0.534,-0.534,8.27,10.068,0.00141411
10.003,8.269,-0.531,-0.532,8.268,10.003,0.00141382
9.956,8.283,-0.529,-0.529,8.282,9.956,0.000999451
9.891,8.282,-0.527,-0.528,8.281,9.89,0.00173141
9.861,8.309,-0.526,-0.527,8.308,9.86,0.00173141
9.781,8.295,-0.522,-0.523,8.294,9.78,0.00173141
9.728,8.277,-0.519,-0.519,8.277,9.727,0.000999451
9.67,8.28,-0.517,-0.518,8.279,9.669,0.00173141
9.603,8.276,-0.514,-0.514,8.275,9.602,0.00141344
9.562,8.293,-0.513,-0.514,8.292,9.562,0.00141449
9.515,8.304,-0.511,-0.511,8.303,9.515,0.000999451
9.436,8.288,-0.507,-0.508,8.287,9.435,0.00173141
9.386,8.297,-0.505,-0.505,8.296,9.385,0.00141344
9.343,8.285,-0.503,-0.504,8.284,9.343,0.00141382
9.22,8.28,-0.498,-0.498,8.279,9.22,0.000999451
9.177,8.294,-0.497,-0.498,8.293,9.176,0.00173141
9.123,8.297,-0.494,-0.494,8.296,9.122,0.00141344
9.072,8.303,-0.492,-0.493,8.303,9.071,0.00141382
9.016,8.304,-0.49,-0.491,8.303,9.015,0.00173141
8.978,8.296,-0.488,-0.489,8.295,8.977,0.00173141
8.916,8.29,-0.485,-0.486,8.289,8.916,0.00141382
8.869,8.299,-0.484,-0.484,8.298,8.869,0.000999451
8.653,8.303,-0.475,-0.475,8.303,8.652,0.000999451
8.583,8.289,-0.472,-0.473,8.288,8.582,0.00173141
8.589,8.32,-0.473,-0.473,8.319,8.588,0.00141344
8.553,8.338,-0.472,-0.473,8.338,8.553,0.000999987
8.487,8.325,-0.469,-0.47,8.324,8.487,0.00141382
8.421,8.313,-0.466,-0.466,8.312,8.42,0.00141344
8.38,8.325,-0.465,-0.466,8.324,8.379,0.00173141
8.33,8.328,-0.463,-0.463,8.327,8.329,0.00141344
8.297,8.347,-0.463,-0.463,8.346,8.296,0.00141344
8.246,8.321,-0.459,-0.459,8.32,8.246,0.000999451
8.193,8.32,-0.457,-0.457,8.319,8.192,0.00141344
8.259,8.44,-0.465,-0.466,8.439,8.258,0.00173141
8.253,8.487,-0.466,-0.466,8.487,8.253,0
8.271,8.559,-0.47,-0.47,8.558,8.27,0.00141344
8.265,8.607,-0.472,-0.473,8.607,8.265,0.000999987
8.266,8.661,-0.474,-0.475,8.66,8.265,0.00173196
8.264,8.715,-0.476,-0.477,8.714,8.263,0.00173141
8.285,8.764,-0.479,-0.48,8.763,8.284,0.00173141
8.285,8.874,-0.484,-0.484,8.873,8.284,0.00141344
8.28,8.925,-0.485,-0.486,8.924,8.279,0.00173196
8.287,8.989,-0.488,-0.489,8.989,8.286,0.00141382
8.287,9.046,-0.491,-0.491,9.045,8.286,0.00141344
8.292,9.109,-0.494,-0.494,9.108,8.291,0.00141411
8.305,9.151,-0.496,-0.496,9.15,8.305,0.000999451
8.296,9.199,-0.498,-0.498,9.199,8.295,0.000999451
8.301,9.263,-0.5,-0.5,9.262,8.3,0.00141344
8.303,9.324,-0.503,-0.504,9.324,8.303,0.000999987
8.309,9.389,-0.506,-0.506,9.388,8.308,0.00141344
8.304,9.444,-0.508,-0.509,9.443,8.303,0.00173196
8.307,9.507,-0.511,-0.511,9.506,8.306,0.00141344
8.333,9.567,-0.514,-0.514,9.567,8.332,0.000999451
8.323,9.616,-0.516,-0.516,9.615,8.322,0.00141344
8.323,9.676,-0.519,-0.519,9.675,8.322,0.00141344
8.326,9.742,-0.522,-0.523,9.741,8.325,0.00173196
8.324,9.801,-0.524,-0.524,9.8,8.324,0.000999451
8.279,9.811,-0.523,-0.524,9.81,8.279,0.00141382
11.034,8.235,-0.649,-0.649,8.234,11.034,0.000999451
11.006,8.269,-0.649,-0.649,8.268,11.005,0.00141344
10.955,8.284,-0.647,-0.648,8.284,10.954,0.00141382
10.908,8.303,-0.645,-0.645,8.303,10.907,0.000999451
10.844,8.308,-0.642,-0.643,8.307,10.843,0.00173141
10.781,8.314,-0.64,-0.64,8.313,10.78,0.00141344
10.719,8.319,-0.637,-0.638,8.318,10.718,0.00173196
10.647,8.317,-0.633,-0.634,8.317,10.647,0.000999987
10.603,8.309,-0.631,-0.631,8.308,10.602,0.00141344
10.536,8.31,-0.627,-0.627,8.31,10.535,0.0010004
10.471,8.312,-0.624,-0.625,8.312,10.47,0.00141382
10.406,8.314,-0.621,-0.621,8.313,10.405,0.00141344
10.35,8.323,-0.619,-0.62,8.322,10.35,0.00141382
10.291,8.329,-0.616,-0.616,8.329,10.291,0
10.233,8.334,-0.614,-0.615,8.333,10.232,0.00173141
10.182,8.32,-0.611,-0.612,8.319,10.181,0.00173141
10.121,8.323,-0.608,-0.608,8.322,10.121,0.000999451
10.058,8.324,-0.605,-0.606,8.324,10.057,0.00141382
9.99,8.321,-0.602,-0.602,8.32,9.989,0.00141344
9.938,8.33,-0.6,-0.601,8.329,9.937,0.00173141
9.875,8.331,-0.597,-0.598,8.331,9.874,0.00141382
9.819,8.336,-0.594,-0.594,8.336,9.818,0.0010004
9.765,8.316,-0.591,-0.592,8.315,9.765,0.00141382
9.717,8.329,-0.589,-0.589,8.329,9.716,0.000999451
9.656,8.329,-0.586,-0.587,8.329,9.655,0.00141382
9.608,8.34,-0.584,-0.584,8.339,9.607,0.00141344
9.538,8.332,-0.581,-0.581,8.331,9.537,0.00141344
9.485,8.338,-0.579,-0.579,8.338,9.484,0.000999451
9.436,8.348,-0.577,-0.578,8.347,9.435,0.00173141
9.392,8.334,-0.574,-0.575,8.333,9.391,0.00173196
9.333,8.335,-0.571,-0.571,8.334,9.332,0.00141344
9.277,8.337,-0.569,-0.57,8.336,9.277,0.00141382
9.228,8.346,-0.567,-0.567,8.345,9.227,0.00141344
9.173,8.348,-0.565,-0.565,8.347,9.173,0.000999451
9.114,8.347,-0.562,-0.562,8.346,9.114,0.000999451
9.066,8.355,-0.56,-0.561,8.354,9.065,0.00173141
9.029,8.348,-0.558,-0.559,8.347,9.029,0.00141382
8.977,8.352,-0.556,-0.556,8.351,8.976,0.00141479
8.917,8.348,-0.553,-0.553,8.347,8.916,0.00141344
8.869,8.356,-0.551,-0.551,8.355,8.869,0.000999451
8.818,8.36,-0.549,-0.55,8.359,8.817,0.00173141
8.769,8.366,-0.547,-0.547,8.365,8.768,0.00141344
8.717,8.368,-0.545,-0.546,8.367,8.716,0.00173141
8.692,8.371,-0.544,-0.545,8.371,8.692,0.000999987
8.623,8.356,-0.54,-0.541,8.355,8.622,0.00173141
8.482,8.272,-0.53,-0.53,8.272,8.482,0
8.495,8.336,-0.534,-0.534,8.336,8.494,0.000999451
8.443,8.338,-0.531,-0.532,8.338,8.442,0.00141382
8.414,8.361,-0.531,-0.532,8.36,8.413,0.00173141
8.389,8.389,-0.531,-0.532,8.388,8.388,0.00173141
8.328,8.38,-0.528,-0.528,8.379,8.327,0.00141344
8.302,8.38,-0.527,-0.528,8.379,8.301,0.00173141
8.256,8.386,-0.525,-0.525,8.385,8.255,0.00141344
8.22,8.402,-0.524,-0.524,8.402,8.22,0
8.202,8.436,-0.525,-0.525,8.435,8.201,0.00141344
8.169,8.456,-0.525,-0.525,8.456,8.168,0.000999451
8.146,8.485,-0.525,-0.525,8.484,8.145,0.00141344
8.163,8.557,-0.529,-0.529,8.556,8.162,0.00141344
8.195,8.617,-0.533,-0.533,8.616,8.194,0.00141344
8.174,8.65,-0.534,-0.534,8.649,8.173,0.00141344
8.177,8.708,-0.536,-0.537,8.707,8.176,0.00173141
8.181,8.767,-0.539,-0.539,8.766,8.18,0.00141411
8.17,8.811,-0.541,-0.542,8.81,8.169,0.00173141
8.174,8.872,-0.544,-0.545,8.871,8.173,0.00173141
8.18,8.934,-0.547,-0.547,8.933,8.18,0.000999451
8.194,8.978,-0.549,-0.55,8.977,8.193,0.00173196
8.209,9.051,-0.553,-0.553,9.05,8.208,0.00141344
8.224,9.126,-0.557,-0.557,9.126,8.223,0.000999451
8.225,9.184,-0.56,-0.561,9.183,8.225,0.00141382
8.241,9.261,-0.564,-0.565,9.26,8.24,0.00173141
8.241,9.32,-0.567,-0.567,9.319,8.24,0.00141344
8.248,9.388,-0.57,-0.57,9.387,8.247,0.00141344
8.282,9.456,-0.575,-0.575,9.456,8.281,0.000999451
8.289,9.525,-0.578,-0.579,9.524,8.288,0.00173141
8.284,9.579,-0.581,-0.581,9.579,8.284,0
8.294,9.652,-0.585,-0.585,9.652,8.293,0.000999451
8.275,9.692,-0.586,-0.587,9.692,8.274,0.00141382
8.278,9.758,-0.589,-0.589,9.758,8.277,0.000999451
8.29,9.834,-0.593,-0.593,9.833,8.289,0.00141344
8.293,9.901,-0.596,-0.597,9.9,8.292,0.00173196
8.294,9.934,-0.598,-0.598,9.933,8.293,0.00141344
11.07,8.277,-0.749,-0.75,8.277,11.069,0.00141382
10.998,8.277,-0.745,-0.746,8.277,10.997,0.00141382
10.935,8.283,-0.742,-0.742,8.282,10.935,0.000999451
10.874,8.264,-0.738,-0.738,8.263,10.873,0.00141344
10.809,8.268,-0.734,-0.735,8.267,10.808,0.00173141
10.749,8.277,-0.731,-0.732,8.277,10.748,0.00141382
10.679,8.276,-0.727,-0.727,8.275,10.678,0.00141344
10.622,8.285,-0.725,-0.726,8.284,10.621,0.00173141
10.561,8.292,-0.722,-0.723,8.291,10.56,0.00173141
10.497,8.295,-0.718,-0.718,8.294,10.496,0.00141344
10.436,8.273,-0.714,-0.714,8.272,10.435,0.00141344
10.366,8.271,-0.71,-0.71,8.27,10.365,0.00141344
10.318,8.286,-0.708,-0.709,8.285,10.317,0.00173196
10.264,8.296,-0.706,-0.706,8.295,10.263,0.00141411
10.171,8.274,-0.7,-0.7,8.273,10.17,0.00141344
10.116,8.282,-0.697,-0.698,8.281,10.115,0.00173141
10.054,8.285,-0.694,-0.695,8.284,10.053,0.00173141
9.989,8.258,-0.69,-0.69,8.258,9.989,0
9.929,8.261,-0.687,-0.687,8.26,9.928,0.00141344
9.885,8.277,-0.685,-0.686,8.277,9.884,0.00141449
9.825,8.28,-0.682,-0.682,8.279,9.824,0.00141344
9.768,8.285,-0.679,-0.68,8.284,9.767,0.00173141
9.719,8.296,-0.677,-0.677,8.295,9.718,0.00141344
9.665,8.302,-0.674,-0.675,8.301,9.664,0.00173141
9.617,8.287,-0.671,-0.672,8.286,9.616,0.00173141
9.556,8.287,-0.668,-0.668,8.286,9.555,0.00141344
9.497,8.288,-0.665,-0.666,8.287,9.496,0.00173141
9.444,8.295,-0.663,-0.663,8.294,9.443,0.00141411
9.386,8.297,-0.66,-0.661,8.296,9.385,0.00173141
9.336,8.305,-0.658,-0.658,8.305,9.336,0
9.283,8.31,-0.655,-0.655,8.31,9.282,0.000999451
9.246,8.304,-0.653,-0.653,8.303,9.246,0.000999451
9.181,8.298,-0.649,-0.649,8.298,9.18,0.000999451
9.129,8.303,-0.647,-0.648,8.303,9.128,0.00141382
9.079,8.31,-0.645,-0.645,8.31,9.079,0
9.009,8.298,-0.641,-0.641,8.298,9.008,0.000999451
8.968,8.312,-0.639,-0.639,8.312,8.968,0
8.921,8.322,-0.637,-0.638,8.321,8.92,0.00173141
8.86,8.317,-0.634,-0.635,8.317,8.859,0.00141382
8.812,8.298,-0.631,-0.631,8.298,8.812,0
8.773,8.313,-0.629,-0.63,8.312,8.772,0.00173141
8.706,8.302,-0.626,-0.626,8.301,8.706,0.000999451
8.661,8.312,-0.624,-0.625,8.312,8.66,0.00141449
8.615,8.32,-0.622,-0.622,8.319,8.614,0.00141344
8.559,8.317,-0.619,-0.62,8.317,8.558,0.00141382
8.508,8.321,-0.617,-0.617,8.32,8.508,0.000999451
8.481,8.32,-0.615,-0.616,8.319,8.48,0.00173141
8.419,8.312,-0.612,-0.612,8.312,8.418,0.000999451
8.376,8.321,-0.61,-0.611,8.32,8.376,0.00141382
8.333,8.331,-0.609,-0.61,8.331,8.332,0.00141382
8.274,8.324,-0.605,-0.606,8.324,8.273,0.00141382
8.228,8.33,-0.604,-0.604,8.329,8.227,0.00141344
8.185,8.339,-0.602,-0.602,8.338,8.185,0.000999451
8.15,8.329,-0.6,-0.601,8.329,8.149,0.00141382
8.129,8.36,-0.6,-0.601,8.359,8.128,0.00173141
8.1,8.383,-0.6,-0.601,8.383,8.1,0.000999987
8.052,8.386,-0.598,-0.598,8.385,8.051,0.00141344
8.016,8.401,-0.597,-0.598,8.4,8.015,0.00173141
7.975,8.411,-0.595,-0.596,8.41,7.974,0.00173196
7.923,8.409,-0.593,-0.593,8.409,7.922,0.000999451
7.914,8.426,-0.593,-0.593,8.425,7.913,0.00141377
7.885,8.448,-0.593,-0.593,8.447,7.884,0.00141377
7.846,8.459,-0.592,-0.593,8.458,7.845,0.00173168
7.819,8.484,-0.592,-0.593,8.483,7.818,0.00173196
7.786,8.501,-0.591,-0.592,8.501,7.785,0.00141382
7.747,8.512,-0.59,-0.59,8.511,7.746,0.00141377
7.721,8.538,-0.59,-0.59,8.537,7.72,0.00141377
7.649,8.512,-0.585,-0.585,8.511,7.648,0.00141377
7.669,8.561,-0.589,-0.589,8.56,7.668,0.00141377
7.71,8.661,-0.596,-0.597,8.66,7.709,0.00173224
7.72,8.727,-0.6,-0.601,8.726,7.719,0.00173196
7.699,8.758,-0.6,-0.601,8.758,7.698,0.00141382
7.677,8.789,-0.601,-0.602,8.788,7.676,0.00173168
7.637,8.799,-0.6,-0.601,8.798,7.636,0.00173168
7.623,8.838,-0.601,-0.602,8.838,7.622,0.00141415
7.653,8.901,-0.606,-0.607,8.9,7.652,0.00173141
7.659,8.965,-0.609,-0.61,8.964,7.658,0.00173141
7.686,9.054,-0.615,-0.616,9.053,7.685,0.00173141
7.698,9.125,-0.619,-0.62,9.124,7.697,0.00173168
7.699,9.185,-0.622,-0.622,9.185,7.698,0.000999451
7.704,9.25,-0.626,-0.626,9.249,7.703,0.00141377
7.705,9.31,-0.629,-0.63,9.31,7.704,0.00141382
7.719,9.357,-0.632,-0.633,9.357,7.718,0.00141382
7.727,9.426,-0.636,-0.636,9.425,7.726,0.00141377
7.771,9.541,-0.645,-0.645,9.541,7.77,0.000999451
7.831,9.675,-0.654,-0.654,9.674,7.83,0.00141411
7.742,9.69,-0.651,-0.652,9.689,7.741,0.00173168
11.149,8.32,-0.824,-0.825,8.319,11.148,0.00173141
11.07,8.315,-0.819,-0.82,8.314,11.069,0.00173141
11.012,8.326,-0.816,-0.816,8.325,11.011,0.00141411
10.939,8.324,-0.811,-0.811,8.324,10.938,0.000999451
10.897,8.32,-0.809,-0.81,8.319,10.897,0.00141382
10.822,8.316,-0.804,-0.805,8.315,10.821,0.00173141
10.744,8.31,-0.799,-0.8,8.31,10.744,0.000999987
10.675,8.31,-0.795,-0.796,8.31,10.674,0.00141449
10.614,8.317,-0.792,-0.792,8.317,10.614,0
10.544,8.315,-0.788,-0.788,8.314,10.543,0.00141344
10.49,8.326,-0.785,-0.786,8.325,10.489,0.00173196
10.444,8.316,-0.782,-0.783,8.315,10.443,0.00173196
10.384,8.321,-0.779,-0.779,8.32,10.383,0.00141344
10.33,8.331,-0.776,-0.777,8.331,10.329,0.00141382
10.265,8.332,-0.773,-0.774,8.331,10.265,0.00141382
10.214,8.344,-0.77,-0.77,8.343,10.213,0.00141344
10.137,8.334,-0.765,-0.765,8.333,10.136,0.00141344
10.091,8.35,-0.764,-0.764,8.35,10.09,0.000999451
10.036,8.331,-0.76,-0.76,8.331,10.035,0.0010004
9.99,8.346,-0.758,-0.759,8.345,9.989,0.00173141
9.92,8.34,-0.753,-0.754,8.339,9.919,0.00173141
9.88,8.359,-0.752,-0.752,8.358,9.879,0.00141411
9.807,8.35,-0.748,-0.749,8.35,9.806,0.00141382
9.749,8.354,-0.744,-0.745,8.353,9.748,0.00173141
9.682,8.349,-0.74,-0.741,8.348,9.681,0.00173141
9.61,8.34,-0.736,-0.737,8.339,9.609,0.00173141
9.578,8.338,-0.734,-0.735,8.338,9.577,0.00141382
9.511,8.333,-0.73,-0.731,8.332,9.51,0.00173141
9.44,8.323,-0.726,-0.727,8.322,9.439,0.00173141
9.39,8.331,-0.723,-0.723,8.331,9.39,0
9.297,8.354,-0.719,-0.719,8.353,9.296,0.00141344
9.215,8.359,-0.715,-0.715,8.358,9.214,0.00141411
9.171,8.371,-0.713,-0.713,8.371,9.17,0.000999451
9.091,8.35,-0.708,-0.709,8.35,9.09,0.00141382
9.041,8.357,-0.706,-0.706,8.357,9.041,0
8.984,8.357,-0.703,-0.704,8.357,8.983,0.00141449
8.926,8.355,-0.699,-0.7,8.354,8.925,0.00173141
8.885,8.369,-0.698,-0.699,8.369,8.884,0.00141449
8.841,8.354,-0.695,-0.695,8.353,8.84,0.00141344
8.786,8.354,-0.692,-0.692,8.353,8.785,0.00141411
8.747,8.37,-0.691,-0.691,8.369,8.746,0.00141344
8.701,8.378,-0.688,-0.689,8.377,8.7,0.00173251
8.636,8.367,-0.684,-0.685,8.366,8.635,0.00173141
8.606,8.392,-0.684,-0.685,8.391,8.605,0.00173196
8.537,8.377,-0.68,-0.681,8.376,8.536,0.00173141
8.516,8.382,-0.679,-0.68,8.381,8.515,0.00173141
8.457,8.376,-0.676,-0.676,8.376,8.456,0.000999451
8.398,8.37,-0.672,-0.672,8.369,8.397,0.00141344
8.349,8.374,-0.67,-0.671,8.373,8.348,0.00173141
8.319,8.396,-0.669,-0.67,8.395,8.318,0.00173196
8.252,8.38,-0.665,-0.666,8.379,8.251,0.00173141
8.224,8.405,-0.665,-0.666,8.404,8.223,0.00173141
8.164,8.396,-0.661,-0.662,8.395,8.163,0.00173141
8.13,8.388,-0.659,-0.659,8.387,8.129,0.00141344
8.086,8.394,-0.657,-0.658,8.393,8.086,0.00141382
8.046,8.405,-0.656,-0.657,8.404,8.045,0.00173141
7.989,8.399,-0.653,-0.653,8.398,7.988,0.00141344
7.955,8.415,-0.652,-0.653,8.414,7.954,0.00173141
7.899,8.409,-0.649,-0.649,8.409,7.898,0.000999928
7.864,8.424,-0.648,-0.649,8.423,7.863,0.00173141
7.868,8.455,-0.649,-0.649,8.454,7.867,0.00141377
7.88,8.522,-0.654,-0.654,8.522,7.879,0.000999928
7.844,8.537,-0.653,-0.653,8.536,7.843,0.00141344
7.796,8.538,-0.65,-0.65,8.537,7.795,0.00141377
7.765,8.558,-0.65,-0.65,8.557,7.764,0.00141344
7.723,8.566,-0.648,-0.649,8.565,7.722,0.00173168
7.682,8.574,-0.647,-0.648,8.574,7.681,0.00141415
7.662,8.578,-0.646,-0.647,8.577,7.661,0.00173168
7.634,8.601,-0.646,-0.647,8.6,7.633,0.00173141
7.593,8.61,-0.644,-0.644,8.609,7.592,0.00141344
7.564,8.631,-0.644,-0.644,8.63,7.563,0.00141377
7.53,8.647,-0.643,-0.644,8.647,7.529,0.00141415
7.499,8.666,-0.643,-0.644,8.666,7.498,0.00141415
7.477,8.695,-0.643,-0.644,8.694,7.476,0.00173168
7.466,8.739,-0.645,-0.645,8.739,7.465,0.000999928
7.492,8.798,-0.65,-0.65,8.798,7.491,0.000999928
7.481,8.841,-0.652,-0.653,8.84,7.48,0.00173141
7.474,8.889,-0.654,-0.654,8.888,7.473,0.00141377
7.447,8.914,-0.654,-0.654,8.913,7.446,0.00141377
7.404,8.919,-0.653,-0.653,8.918,7.403,0.00141344
7.375,8.94,-0.652,-0.653,8.939,7.374,0.00173168
7.373,8.996,-0.656,-0.657,8.996,7.372,0.00141415
7.389,9.045,-0.659,-0.659,9.044,7.388,0.00141344
7.405,9.122,-0.664,-0.664,9.121,7.404,0.00141377
7.401,9.176,-0.667,-0.667,9.175,7.4,0.00141377
7.417,9.256,-0.672,-0.672,9.255,7.416,0.00141344
7.41,9.307,-0.675,-0.676,9.306,7.409,0.00173141
7.433,9.396,-0.681,-0.681,9.395,7.432,0.00141377
7.447,9.476,-0.687,-0.687,9.475,7.446,0.00141377
7.537,9.654,-0.701,-0.701,9.654,7.536,0.000999928
11.157,8.253,-0.912,-0.913,8.252,11.156,0.00173196
